Rate,Country Name,"longitude, latitude",Country Code,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
-781.5454545,Laos,"102.495496,19.85627",LAO,173140,172358,171576,170794,170012,169230,168448,167666,166884,166102,165320,164540,163760,162980,162200,161420,160638,159856,159074,158292,157510,156728,155946,155164.4545,154382.9091,153601.3636,152819.8182,152038.2727,151256.7273,150475.1818,149693.6364,148912.0909,148130.5455,147349,146567.4545,145785.9091,145004.3636,144222.8182,143441.2727,142659.7273,141878.1818,141096.6364,140315.0909,139533.5455,138752,137970.4545,137188.9091,136407.3636,135625.8182,134844.2727,134062.7273,133281.1818,132499.6364,131718.0909,130936.5455,130155,129373.4545,128591.9091,127810.3636,127028.8182,126247.2727,125465.7273,124684.1818,123902.6364,123121.0909,122339.5455,121558,120776.4545,119994.9091,119213.3636,118431.8182,117650.2727,116868.7273,116087.1818,115305.6364,114524.0909,113742.5455,112961,112179.4545,111397.9091,110616.3636,109834.8182,109053.2727,108271.7273,107490.1818,106708.6364,105927.0909,105145.5455,104364,103582.4545,102800.9091,102019.3636,101237.8182,100456.2727,99674.72728,98893.18182,98111.63637,97330.09091,96548.54546,95767,94985.45455,94203.90909,93422.36364,92640.81819,91859.27273,91077.72728,90296.18182,89514.63637,88733.09091,87951.54546,87170,86388.45455,85606.90909,84825.36364,84043.81819,83262.27273,82480.72728,81699.18182,80917.63637,80136.09091,79354.54546,78573,77791.45455,77009.9091,76228.36364
92.63636364,Latvia,"24.603189,56.879635",LVA,31730,0,31866,31934,32002,32070,32138,32206,32274,32342,32410,32522,32634,32746,32858,32970,33084,33198,33312,33426,33540,33654,33768,33860.63636,33953.27273,34045.90909,34138.54545,34231.18182,34323.81818,34416.45455,34509.09091,34601.72727,34694.36364,34787,34879.63636,34972.27273,35064.90909,35157.54545,35250.18182,35342.81818,35435.45455,35528.09091,35620.72727,35713.36364,35806,35898.63636,35991.27273,36083.90909,36176.54545,36269.18182,36361.81818,36454.45455,36547.09091,36639.72727,36732.36364,36825,36917.63636,37010.27273,37102.90909,37195.54545,37288.18182,37380.81818,37473.45455,37566.09091,37658.72727,37751.36364,37844,37936.63636,38029.27273,38121.90909,38214.54545,38307.18182,38399.81818,38492.45455,38585.09091,38677.72727,38770.36364,38863,38955.63636,39048.27273,39140.90909,39233.54545,39326.18182,39418.81818,39511.45455,39604.09091,39696.72727,39789.36364,39882,39974.63636,40067.27273,40159.90909,40252.54545,40345.18182,40437.81818,40530.45455,40623.09091,40715.72727,40808.36364,40901,40993.63636,41086.27273,41178.90909,41271.54545,41364.18182,41456.81818,41549.45455,41642.09091,41734.72727,41827.36364,41920,42012.63636,42105.27273,42197.90909,42290.54545,42383.18182,42475.81818,42568.45455,42661.09091,42753.72727,42846.36364,42939,43031.63636,43124.27273,43216.90909
2.754545455,Lebanon,"35.862285,33.854721",LBN,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1321,1332,1343,1354,1365,1365.8,1366.6,1367.4,1368.2,1369,1369.8,1370.6,1373.354545,1376.109091,1378.863636,1381.618182,1384.372727,1387.127273,1389.881818,1392.636364,1395.390909,1398.145455,1400.9,1403.654545,1406.409091,1409.163636,1411.918182,1414.672727,1417.427273,1420.181818,1422.936364,1425.690909,1428.445455,1431.2,1433.954545,1436.709091,1439.463636,1442.218182,1444.972727,1447.727273,1450.481818,1453.236364,1455.990909,1458.745455,1461.5,1464.254545,1467.009091,1469.763636,1472.518182,1475.272727,1478.027273,1480.781818,1483.536364,1486.290909,1489.045455,1491.8,1494.554545,1497.309091,1500.063636,1502.818182,1505.572727,1508.327273,1511.081818,1513.836364,1516.590909,1519.345455,1522.1,1524.854545,1527.609091,1530.363636,1533.118182,1535.872727,1538.627273,1541.381818,1544.136364,1546.890909,1549.645455,1552.4,1555.154545,1557.909091,1560.663636,1563.418182,1566.172727,1568.927273,1571.681818,1574.436364,1577.190909,1579.945455,1582.7,1585.454545,1588.209091,1590.963636,1593.718182,1596.472727,1599.227273,1601.981818,1604.736364,1607.490909,1610.245455,1613,1615.754545,1618.509091,1621.263636,1624.018182,1626.772727,1629.527273,1632.281818,1635.036364,1637.790909,1640.545455,1643.3,1646.054546,1648.809091,1651.563636
2,Lesotho,"28.233608,-29.609988",LSO,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,602,604,606,608,610,612,614,616,618,620,622,624,626,628,630,632,634,636,638,640,642,644,646,648
-300,Liberia,"-9.429499,6.428055",LBR,49290,48990,48690,48390,48090,47790,47490,47190,46890,46590,46290,45990,45690,45390,45090,44790,44490,44190,43890,43590,43290,42990,42690,42390,42090,41790,41490,41190,40890,40590,40290,39990,39690,39390,39090,38790,38490,38190,37890,37590,37290,36990,36690,36390,36090,35790,35490,35190,34890,34590,34290,33990,33690,33390,33090,32790,32490,32190,31890,31590,31290,30990,30690,30390,30090,29790,29490,29190,28890,28590,28290,27990,27690,27390,27090,26790,26490,26190,25890,25590,25290,24990,24690,24390,24090,23790,23490,23190,22890,22590,22290,21990,21690,21390,21090,20790,20490,20190,19890,19590,19290,18990,18690,18390,18090,17790,17490,17190,16890,16590,16290,15990,15690,15390,15090,14790,14490,14190,13890,13590,13290,12990,12690,12390,12090
0,Libya,"17.228331,26.3351",LBY,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170
0.181818182,Liechtenstein,"9.555373,47.166",LIE,65,65,66,66,67,67,67,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69.18181818,69.36363636,69.54545455,69.72727273,69.90909091,70.09090909,70.27272727,70.45454546,70.63636364,70.81818182,71,71.18181818,71.36363637,71.54545455,71.72727273,71.90909091,72.09090909,72.27272728,72.45454546,72.63636364,72.81818182,73,73.18181819,73.36363637,73.54545455,73.72727273,73.90909091,74.0909091,74.27272728,74.45454546,74.63636364,74.81818182,75.00000001,75.18181819,75.36363637,75.54545455,75.72727273,75.90909092,76.0909091,76.27272728,76.45454546,76.63636364,76.81818183,77.00000001,77.18181819,77.36363637,77.54545455,77.72727274,77.90909092,78.0909091,78.27272728,78.45454546,78.63636365,78.81818183,79.00000001,79.18181819,79.36363637,79.54545456,79.72727274,79.90909092,80.0909091,80.27272728,80.45454547,80.63636365,80.81818183,81.00000001,81.18181819,81.36363638,81.54545456,81.72727274,81.90909092,82.0909091,82.27272729,82.45454547,82.63636365,82.81818183,83.00000001,83.1818182,83.36363638,83.54545456,83.72727274,83.90909092,84.09090911,84.27272729,84.45454547,84.63636365,84.81818183,85.00000002,85.1818182,85.36363638,85.54545456,85.72727274,85.90909093,86.09090911,86.27272729,86.45454547,86.63636365,86.81818184,87.00000002,87.1818182,87.36363638,87.54545456
104.8181818,Lithuania,"23.881275,55.169438",LTU,19450,0,19600,19675,19750,19825,19900,19975,20050,20125,20200,20402,20604,20806,21008,21210,21288,21366,21444,21522,21600,21678,21756,21860.81818,21965.63636,22070.45455,22175.27273,22280.09091,22384.90909,22489.72727,22594.54545,22699.36364,22804.18182,22909,23013.81818,23118.63636,23223.45455,23328.27273,23433.09091,23537.90909,23642.72727,23747.54545,23852.36364,23957.18182,24062,24166.81818,24271.63636,24376.45455,24481.27273,24586.09091,24690.90909,24795.72727,24900.54545,25005.36364,25110.18182,25215,25319.81818,25424.63636,25529.45454,25634.27273,25739.09091,25843.90909,25948.72727,26053.54545,26158.36364,26263.18182,26368,26472.81818,26577.63636,26682.45454,26787.27273,26892.09091,26996.90909,27101.72727,27206.54545,27311.36364,27416.18182,27521,27625.81818,27730.63636,27835.45454,27940.27273,28045.09091,28149.90909,28254.72727,28359.54545,28464.36364,28569.18182,28674,28778.81818,28883.63636,28988.45454,29093.27273,29198.09091,29302.90909,29407.72727,29512.54545,29617.36364,29722.18182,29827,29931.81818,30036.63636,30141.45454,30246.27273,30351.09091,30455.90909,30560.72727,30665.54545,30770.36363,30875.18182,30980,31084.81818,31189.63636,31294.45454,31399.27273,31504.09091,31608.90909,31713.72727,31818.54545,31923.36363,32028.18182,32133,32237.81818,32342.63636,32447.45454
0.340909091,Luxembourg,"6.129583,49.815273",LUX,860,0,0,0,0,0,0,0,0,0,868,868,868,868,868,868,868,868,867.5,867.5,867.5,867.5,867.5,867.8409091,868.1818182,868.5227273,868.8636364,869.2045455,869.5454545,869.8863636,870.2272727,870.5681818,870.9090909,871.25,871.5909091,871.9318182,872.2727273,872.6136364,872.9545455,873.2954545,873.6363636,873.9772727,874.3181818,874.6590909,875,875.3409091,875.6818182,876.0227273,876.3636364,876.7045455,877.0454545,877.3863636,877.7272727,878.0681818,878.4090909,878.75,879.0909091,879.4318182,879.7727273,880.1136364,880.4545455,880.7954545,881.1363636,881.4772727,881.8181818,882.1590909,882.5,882.8409091,883.1818182,883.5227273,883.8636364,884.2045455,884.5454545,884.8863636,885.2272727,885.5681818,885.9090909,886.25,886.5909091,886.9318182,887.2727273,887.6136364,887.9545455,888.2954546,888.6363636,888.9772727,889.3181818,889.6590909,890,890.3409091,890.6818182,891.0227273,891.3636364,891.7045455,892.0454546,892.3863636,892.7272727,893.0681818,893.4090909,893.75,894.0909091,894.4318182,894.7727273,895.1136364,895.4545455,895.7954546,896.1363636,896.4772727,896.8181818,897.1590909,897.5,897.8409091,898.1818182,898.5227273,898.8636364,899.2045455,899.5454546,899.8863636,900.2272727,900.5681818,900.9090909,901.25,901.5909091,901.9318182,902.2727273
0,China,"104.195397,35.86166",MAC,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.27272727,Macedonia,"21.745275,41.608635",MKD,9120,0,9212,9258,9304,9350,9396,9442,9488,9534,9580,9614,9648,9682,9716,9750,9796,9842,9888,9934,9980,10026,10072,10115.27273,10158.54545,10201.81818,10245.09091,10288.36364,10331.63636,10374.90909,10418.18182,10461.45455,10504.72727,10548,10591.27273,10634.54545,10677.81818,10721.09091,10764.36364,10807.63636,10850.90909,10894.18182,10937.45455,10980.72727,11024,11067.27273,11110.54545,11153.81818,11197.09091,11240.36364,11283.63636,11326.90909,11370.18182,11413.45455,11456.72727,11500,11543.27273,11586.54545,11629.81818,11673.09091,11716.36364,11759.63636,11802.90909,11846.18182,11889.45455,11932.72727,11976,12019.27273,12062.54545,12105.81818,12149.09091,12192.36364,12235.63636,12278.90909,12322.18182,12365.45455,12408.72727,12452,12495.27273,12538.54545,12581.81818,12625.09091,12668.36364,12711.63636,12754.90909,12798.18182,12841.45455,12884.72727,12928,12971.27273,13014.54545,13057.81818,13101.09091,13144.36364,13187.63636,13230.90909,13274.18182,13317.45455,13360.72727,13404,13447.27273,13490.54545,13533.81818,13577.09091,13620.36364,13663.63636,13706.90909,13750.18182,13793.45455,13836.72727,13880,13923.27273,13966.54545,14009.81818,14053.09091,14096.36364,14139.63636,14182.90909,14226.18182,14269.45455,14312.72727,14356,14399.27273,14442.54545,14485.81818
-569.5454545,Madagascar,"46.869107,-18.766947",MDG,136920,136350,135780,135210,134640,134070,133500,132930,132360,131790,131220,130652,130084,129516,128948,128380,127810,127240,126670,126100,125530,124960,124390,123820.4545,123250.9091,122681.3636,122111.8182,121542.2727,120972.7273,120403.1818,119833.6364,119264.0909,118694.5455,118125,117555.4545,116985.9091,116416.3636,115846.8182,115277.2727,114707.7273,114138.1818,113568.6364,112999.0909,112429.5455,111860,111290.4545,110720.9091,110151.3636,109581.8182,109012.2727,108442.7273,107873.1818,107303.6364,106734.0909,106164.5455,105595,105025.4545,104455.9091,103886.3636,103316.8182,102747.2727,102177.7273,101608.1818,101038.6364,100469.0909,99899.54546,99330,98760.45455,98190.90909,97621.36364,97051.81818,96482.27273,95912.72728,95343.18182,94773.63637,94204.09091,93634.54546,93065,92495.45455,91925.90909,91356.36364,90786.81818,90217.27273,89647.72728,89078.18182,88508.63637,87939.09091,87369.54546,86800,86230.45455,85660.90909,85091.36364,84521.81819,83952.27273,83382.72728,82813.18182,82243.63637,81674.09091,81104.54546,80535,79965.45455,79395.90909,78826.36364,78256.81819,77687.27273,77117.72728,76548.18182,75978.63637,75409.09091,74839.54546,74270,73700.45455,73130.9091,72561.36364,71991.81819,71422.27273,70852.72728,70283.18182,69713.63637,69144.09091,68574.54546,68005,67435.45455,66865.9091,66296.36364
-329.5454545,Malawi,"34.301525,-13.254308",MWI,38960,38631,38302,37973,37644,37315,36986,36657,36328,35999,35670,35340,35010,34680,34350,34020,33690,33360,33030,32700,32370,32040,31710,31380.45455,31050.90909,30721.36364,30391.81818,30062.27273,29732.72727,29403.18182,29073.63636,28744.09091,28414.54546,28085,27755.45455,27425.90909,27096.36364,26766.81818,26437.27273,26107.72727,25778.18182,25448.63636,25119.09091,24789.54546,24460,24130.45455,23800.90909,23471.36364,23141.81818,22812.27273,22482.72727,22153.18182,21823.63637,21494.09091,21164.54546,20835,20505.45455,20175.90909,19846.36364,19516.81818,19187.27273,18857.72727,18528.18182,18198.63637,17869.09091,17539.54546,17210,16880.45455,16550.90909,16221.36364,15891.81818,15562.27273,15232.72728,14903.18182,14573.63637,14244.09091,13914.54546,13585,13255.45455,12925.90909,12596.36364,12266.81818,11937.27273,11607.72728,11278.18182,10948.63637,10619.09091,10289.54546,9960.000003,9630.454549,9300.909094,8971.36364,8641.818185,8312.272731,7982.727276,7653.181822,7323.636367,6994.090913,6664.545458,6335.000004,6005.454549,5675.909095,5346.36364,5016.818186,4687.272731,4357.727277,4028.181822,3698.636368,3369.090913,3039.545459,2710.000004,2380.45455,2050.909095,1721.363641,1391.818186,1062.272732,732.727277,403.1818225,73.636368,-255.9090865,-585.454541,-914.9999955,-1244.54545,-1574.090904,-1903.636359
-951.6363636,Malaysia,"101.975766,4.210484",MYS,223760,222975,222190,221405,220620,219835,219050,218265,217480,216695,215910,214508,213106,211704,210302,208900,208032,207164,206296,205428,204560,203692,202824,201872.3636,200920.7273,199969.0909,199017.4545,198065.8182,197114.1818,196162.5455,195210.9091,194259.2727,193307.6364,192356,191404.3636,190452.7273,189501.0909,188549.4545,187597.8182,186646.1818,185694.5455,184742.9091,183791.2727,182839.6364,181888,180936.3636,179984.7273,179033.0909,178081.4545,177129.8182,176178.1818,175226.5455,174274.9091,173323.2727,172371.6364,171420,170468.3636,169516.7273,168565.0909,167613.4545,166661.8182,165710.1818,164758.5455,163806.9091,162855.2727,161903.6364,160952,160000.3636,159048.7273,158097.0909,157145.4545,156193.8182,155242.1818,154290.5455,153338.9091,152387.2727,151435.6364,150484,149532.3636,148580.7273,147629.0909,146677.4545,145725.8182,144774.1818,143822.5455,142870.9091,141919.2727,140967.6364,140016,139064.3636,138112.7273,137161.0909,136209.4545,135257.8182,134306.1818,133354.5455,132402.9091,131451.2727,130499.6364,129548,128596.3636,127644.7273,126693.0909,125741.4545,124789.8182,123838.1818,122886.5455,121934.9091,120983.2727,120031.6364,119080,118128.3636,117176.7273,116225.0909,115273.4545,114321.8182,113370.1818,112418.5455,111466.9091,110515.2727,109563.6364,108612,107660.3636,106708.7273,105757.0909
0,Maldives,"73.22068,3.202778",MDV,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-790.9090909,Mali,"-3.996166,17.570692",MLI,140720,139929,139138,138347,137556,136765,135974,135183,134392,133601,132810,132018,131226,130434,129642,128850,128060,127270,126480,125690,124900,124110,123320,122529.0909,121738.1818,120947.2727,120156.3636,119365.4545,118574.5455,117783.6364,116992.7273,116201.8182,115410.9091,114620,113829.0909,113038.1818,112247.2727,111456.3636,110665.4545,109874.5455,109083.6364,108292.7273,107501.8182,106710.9091,105920,105129.0909,104338.1818,103547.2727,102756.3636,101965.4545,101174.5455,100383.6364,99592.72727,98801.81818,98010.90909,97220,96429.09091,95638.18182,94847.27273,94056.36364,93265.45455,92474.54545,91683.63636,90892.72727,90101.81818,89310.90909,88520,87729.09091,86938.18182,86147.27273,85356.36364,84565.45455,83774.54546,82983.63636,82192.72727,81401.81818,80610.90909,79820,79029.09091,78238.18182,77447.27273,76656.36364,75865.45455,75074.54546,74283.63636,73492.72727,72701.81818,71910.90909,71120,70329.09091,69538.18182,68747.27273,67956.36364,67165.45455,66374.54546,65583.63636,64792.72727,64001.81818,63210.90909,62420,61629.09091,60838.18182,60047.27273,59256.36364,58465.45455,57674.54546,56883.63636,56092.72727,55301.81818,54510.90909,53720,52929.09091,52138.18182,51347.27273,50556.36364,49765.45455,48974.54546,48183.63636,47392.72727,46601.81818,45810.90909,45020,44229.09091,43438.18182,42647.27273
0,Malta,"14.375416,35.937496",MLT,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-0.163636364,Marshall Islands,"171.184478,7.131474",MHL,130,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.2363636,126.0727273,125.9090909,125.7454545,125.5818182,125.4181818,125.2545455,125.0909091,124.9272727,124.7636364,124.6,124.4363636,124.2727273,124.1090909,123.9454545,123.7818182,123.6181818,123.4545454,123.2909091,123.1272727,122.9636364,122.8,122.6363636,122.4727273,122.3090909,122.1454545,121.9818182,121.8181818,121.6545454,121.4909091,121.3272727,121.1636364,121,120.8363636,120.6727273,120.5090909,120.3454545,120.1818182,120.0181818,119.8545454,119.6909091,119.5272727,119.3636363,119.2,119.0363636,118.8727273,118.7090909,118.5454545,118.3818182,118.2181818,118.0545454,117.8909091,117.7272727,117.5636363,117.4,117.2363636,117.0727273,116.9090909,116.7454545,116.5818182,116.4181818,116.2545454,116.0909091,115.9272727,115.7636363,115.6,115.4363636,115.2727272,115.1090909,114.9454545,114.7818182,114.6181818,114.4545454,114.2909091,114.1272727,113.9636363,113.8,113.6363636,113.4727272,113.3090909,113.1454545,112.9818182,112.8181818,112.6545454,112.4909091,112.3272727,112.1636363,112,111.8363636,111.6727272,111.5090909,111.3454545,111.1818181,111.0181818,110.8545454,110.6909091,110.5272727,110.3636363,110.2,110.0363636,109.8727272,109.7090909
-83.18181818,Mauritania,"-10.940835,21.00789",MRT,4150,4052,3954,3856,3758,3660,3562,3464,3366,3268,3170,3070,2970,2870,2770,2670,2620,2570,2520,2470,2420,2370,2320,2236.818182,2153.636364,2070.454545,1987.272727,1904.090909,1820.909091,1737.727273,1654.545455,1571.363636,1488.181818,1405,1321.818182,1238.636364,1155.454545,1072.272727,989.0909091,905.9090909,822.7272728,739.5454546,656.3636364,573.1818182,490,406.8181819,323.6363637,240.4545455,157.2727273,74.09090914,-9.09090904,-92.27272722,-175.4545454,-258.6363636,-341.8181818,-424.9999999,-508.1818181,-591.3636363,-674.5454545,-757.7272727,-840.9090908,-924.090909,-1007.272727,-1090.454545,-1173.636364,-1256.818182,-1340,-1423.181818,-1506.363636,-1589.545454,-1672.727273,-1755.909091,-1839.090909,-1922.272727,-2005.454545,-2088.636364,-2171.818182,-2255,-2338.181818,-2421.363636,-2504.545454,-2587.727273,-2670.909091,-2754.090909,-2837.272727,-2920.454545,-3003.636364,-3086.818182,-3170,-3253.181818,-3336.363636,-3419.545454,-3502.727273,-3585.909091,-3669.090909,-3752.272727,-3835.454545,-3918.636364,-4001.818182,-4085,-4168.181818,-4251.363636,-4334.545454,-4417.727273,-4500.909091,-4584.090909,-4667.272727,-4750.454545,-4833.636363,-4916.818182,-5000,-5083.181818,-5166.363636,-5249.545454,-5332.727273,-5415.909091,-5499.090909,-5582.272727,-5665.454545,-5748.636363,-5831.818182,-5915,-5998.181818,-6081.363636,-6164.545454
-1.709090909,Mauritius,"57.552152,-20.348404",MUS,388,387.9,387.8,387.7,387.6,387.5,387.4,387.3,387.2,387.1,387,379.4,371.8,364.2,356.6,349,349.2,349.4,349.6,349.8,350,350.2,350.4,348.6909091,346.9818182,345.2727273,343.5636364,341.8545455,340.1454545,338.4363636,336.7272727,335.0181818,333.3090909,331.6,329.8909091,328.1818182,326.4727273,324.7636364,323.0545455,321.3454545,319.6363636,317.9272727,316.2181818,314.5090909,312.8,311.0909091,309.3818182,307.6727273,305.9636364,304.2545455,302.5454545,300.8363636,299.1272727,297.4181818,295.7090909,294,292.2909091,290.5818182,288.8727273,287.1636364,285.4545455,283.7454545,282.0363636,280.3272727,278.6181818,276.9090909,275.2,273.4909091,271.7818182,270.0727273,268.3636364,266.6545455,264.9454546,263.2363636,261.5272727,259.8181818,258.1090909,256.4,254.6909091,252.9818182,251.2727273,249.5636364,247.8545455,246.1454546,244.4363636,242.7272727,241.0181818,239.3090909,237.6,235.8909091,234.1818182,232.4727273,230.7636364,229.0545455,227.3454546,225.6363636,223.9272727,222.2181818,220.5090909,218.8,217.0909091,215.3818182,213.6727273,211.9636364,210.2545455,208.5454546,206.8363636,205.1272727,203.4181818,201.7090909,200,198.2909091,196.5818182,194.8727273,193.1636364,191.4545455,189.7454546,188.0363636,186.3272727,184.6181818,182.9090909,181.2,179.4909091,177.7818182,176.0727273
-2636.090909,Mexico,"-102.552784,23.634501",MEX,702910,699370,695830,692290,688750,685210,681670,678130,674590,671050,667510,665164,662818,660472,658126,655780,654228,652676,651124,649572,648020,646468,644916,642279.9091,639643.8182,637007.7273,634371.6364,631735.5455,629099.4545,626463.3636,623827.2727,621191.1818,618555.0909,615919,613282.9091,610646.8182,608010.7273,605374.6364,602738.5455,600102.4545,597466.3636,594830.2727,592194.1818,589558.0909,586922,584285.9091,581649.8182,579013.7273,576377.6364,573741.5455,571105.4545,568469.3636,565833.2727,563197.1818,560561.0909,557925,555288.9091,552652.8182,550016.7273,547380.6364,544744.5455,542108.4545,539472.3636,536836.2727,534200.1818,531564.0909,528928,526291.9091,523655.8182,521019.7273,518383.6364,515747.5455,513111.4545,510475.3636,507839.2727,505203.1818,502567.0909,499931,497294.9091,494658.8182,492022.7273,489386.6364,486750.5455,484114.4546,481478.3636,478842.2727,476206.1818,473570.0909,470934,468297.9091,465661.8182,463025.7273,460389.6364,457753.5455,455117.4546,452481.3636,449845.2727,447209.1818,444573.0909,441937,439300.9091,436664.8182,434028.7273,431392.6364,428756.5455,426120.4546,423484.3636,420848.2727,418212.1818,415576.0909,412940,410303.9091,407667.8182,405031.7273,402395.6364,399759.5455,397123.4546,394487.3636,391851.2727,389215.1818,386579.0909,383943,381306.9091,378670.8182,376034.7273
29.17272727,Micronesia,"150.550812,7.425554",FSM,0.1,636.1,636.4,636.7,636.9,637.2,637.5,637.7,638,638.3,638.6,638.8,639.1,639.4,639.7,639.9,640.2,640.5,640.7,641,641.3,641.6,641.8,670.9727273,700.1454545,729.3181818,758.4909091,787.6636364,816.8363636,846.0090909,875.1818182,904.3545454,933.5272727,962.7,991.8727272,1021.045455,1050.218182,1079.390909,1108.563636,1137.736364,1166.909091,1196.081818,1225.254545,1254.427273,1283.6,1312.772727,1341.945454,1371.118182,1400.290909,1429.463636,1458.636364,1487.809091,1516.981818,1546.154545,1575.327273,1604.5,1633.672727,1662.845454,1692.018182,1721.190909,1750.363636,1779.536364,1808.709091,1837.881818,1867.054545,1896.227273,1925.4,1954.572727,1983.745454,2012.918182,2042.090909,2071.263636,2100.436364,2129.609091,2158.781818,2187.954545,2217.127273,2246.3,2275.472727,2304.645454,2333.818182,2362.990909,2392.163636,2421.336363,2450.509091,2479.681818,2508.854545,2538.027273,2567.2,2596.372727,2625.545454,2654.718182,2683.890909,2713.063636,2742.236363,2771.409091,2800.581818,2829.754545,2858.927273,2888.1,2917.272727,2946.445454,2975.618182,3004.790909,3033.963636,3063.136363,3092.309091,3121.481818,3150.654545,3179.827272,3209,3238.172727,3267.345454,3296.518182,3325.690909,3354.863636,3384.036363,3413.209091,3442.381818,3471.554545,3500.727272,3529.9,3559.072727,3588.245454,3617.418182
