Rate,Country Name,"longitude, latitude",Country Code,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
18.90909091,Gambia,"-15.310139,13.443182",GMB,4420,4439,4458,4477,4496,4515,4534,4553,4572,4591,4610,4630,4650,4670,4690,4710,4728,4746,4764,4782,4800,4818,4836,4854.909091,4873.818182,4892.727273,4911.636364,4930.545455,4949.454545,4968.363636,4987.272727,5006.181818,5025.090909,5044,5062.909091,5081.818182,5100.727273,5119.636364,5138.545455,5157.454545,5176.363636,5195.272727,5214.181818,5233.090909,5252,5270.909091,5289.818182,5308.727273,5327.636364,5346.545455,5365.454545,5384.363636,5403.272727,5422.181818,5441.090909,5460,5478.909091,5497.818182,5516.727273,5535.636364,5554.545455,5573.454545,5592.363636,5611.272727,5630.181818,5649.090909,5668,5686.909091,5705.818182,5724.727273,5743.636364,5762.545455,5781.454545,5800.363636,5819.272727,5838.181818,5857.090909,5876,5894.909091,5913.818182,5932.727273,5951.636364,5970.545455,5989.454546,6008.363636,6027.272727,6046.181818,6065.090909,6084,6102.909091,6121.818182,6140.727273,6159.636364,6178.545455,6197.454546,6216.363636,6235.272727,6254.181818,6273.090909,6292,6310.909091,6329.818182,6348.727273,6367.636364,6386.545455,6405.454546,6424.363636,6443.272727,6462.181818,6481.090909,6500,6518.909091,6537.818182,6556.727273,6575.636364,6594.545455,6613.454546,6632.363636,6651.272727,6670.181818,6689.090909,6708,6726.909091,6745.818182,6764.727273
-19.00909091,Georgia,"43.356892,42.315407",GEO,27790,0,27770,27756,27747,27736,27724,27713,27701,27690,27678,27653,27627,27602,27576,27551,27525,27499,27474,27448.4,27422.9,27397.4,27371.8,27352.79091,27333.78182,27314.77273,27295.76364,27276.75455,27257.74545,27238.73636,27219.72727,27200.71818,27181.70909,27162.7,27143.69091,27124.68182,27105.67273,27086.66364,27067.65455,27048.64545,27029.63636,27010.62727,26991.61818,26972.60909,26953.6,26934.59091,26915.58182,26896.57273,26877.56364,26858.55455,26839.54545,26820.53636,26801.52727,26782.51818,26763.50909,26744.5,26725.49091,26706.48182,26687.47273,26668.46364,26649.45455,26630.44545,26611.43636,26592.42727,26573.41818,26554.40909,26535.4,26516.39091,26497.38182,26478.37273,26459.36364,26440.35455,26421.34545,26402.33636,26383.32727,26364.31818,26345.30909,26326.3,26307.29091,26288.28182,26269.27273,26250.26364,26231.25455,26212.24545,26193.23636,26174.22727,26155.21818,26136.20909,26117.2,26098.19091,26079.18182,26060.17273,26041.16364,26022.15455,26003.14545,25984.13636,25965.12727,25946.11818,25927.10909,25908.1,25889.09091,25870.08182,25851.07273,25832.06364,25813.05455,25794.04545,25775.03636,25756.02727,25737.01818,25718.00909,25699,25679.99091,25660.98182,25641.97273,25622.96364,25603.95455,25584.94545,25565.93636,25546.92727,25527.91818,25508.90909,25489.9,25470.89091,25451.88182,25432.87273
152.2727273,Germany,"10.451526,51.165691",DEU,107410,107745,108080,108415,108750,109085,109420,109755,110090,110425,110760,110760,110760,110760,110760,110760,110760,110760,110760,110760,110760,110760,110760,110912.2727,111064.5455,111216.8182,111369.0909,111521.3636,111673.6364,111825.9091,111978.1818,112130.4545,112282.7273,112435,112587.2727,112739.5455,112891.8182,113044.0909,113196.3636,113348.6364,113500.9091,113653.1818,113805.4545,113957.7273,114110,114262.2727,114414.5455,114566.8182,114719.0909,114871.3636,115023.6364,115175.9091,115328.1818,115480.4545,115632.7273,115785,115937.2727,116089.5455,116241.8182,116394.0909,116546.3636,116698.6364,116850.9091,117003.1818,117155.4545,117307.7273,117460,117612.2727,117764.5455,117916.8182,118069.0909,118221.3636,118373.6364,118525.9091,118678.1818,118830.4545,118982.7273,119135,119287.2727,119439.5455,119591.8182,119744.0909,119896.3636,120048.6364,120200.9091,120353.1818,120505.4545,120657.7273,120810,120962.2727,121114.5455,121266.8182,121419.0909,121571.3636,121723.6364,121875.9091,122028.1818,122180.4545,122332.7273,122485,122637.2727,122789.5455,122941.8182,123094.0909,123246.3636,123398.6364,123550.9091,123703.1818,123855.4545,124007.7273,124160,124312.2727,124464.5455,124616.8182,124769.0909,124921.3636,125073.6364,125225.9091,125378.1818,125530.4545,125682.7273,125835,125987.2727,126139.5455,126291.8182
-1244.909091,Ghana,"-1.023194,7.946527",GHA,74480,73126,71772,70418,69064,67710,66356,65002,63648,62294,60940,59786,58632,57478,56324,55170,54016,52862,51708,50554,49400,48246,47092,45847.09091,44602.18182,43357.27273,42112.36364,40867.45455,39622.54545,38377.63636,37132.72727,35887.81818,34642.90909,33398,32153.09091,30908.18182,29663.27273,28418.36364,27173.45454,25928.54545,24683.63636,23438.72727,22193.81818,20948.90909,19704,18459.09091,17214.18182,15969.27273,14724.36363,13479.45454,12234.54545,10989.63636,9744.72727,8499.818179,7254.909088,6009.999997,4765.090906,3520.181815,2275.272724,1030.363633,-214.545458,-1459.454549,-2704.36364,-3949.272731,-5194.181822,-6439.090913,-7684.000004,-8928.909095,-10173.81819,-11418.72728,-12663.63637,-13908.54546,-15153.45455,-16398.36364,-17643.27273,-18888.18182,-20133.09091,-21378.00001,-22622.9091,-23867.81819,-25112.72728,-26357.63637,-27602.54546,-28847.45455,-30092.36364,-31337.27273,-32582.18182,-33827.09092,-35072.00001,-36316.9091,-37561.81819,-38806.72728,-40051.63637,-41296.54546,-42541.45455,-43786.36364,-45031.27273,-46276.18183,-47521.09092,-48766.00001,-50010.9091,-51255.81819,-52500.72728,-53745.63637,-54990.54546,-56235.45455,-57480.36364,-58725.27274,-59970.18183,-61215.09092,-62460.00001,-63704.9091,-64949.81819,-66194.72728,-67439.63637,-68684.54546,-69929.45455,-71174.36365,-72419.27274,-73664.18183,-74909.09092,-76154.00001,-77398.9091,-78643.81819,-79888.72728
302,Greece,"21.824312,39.074208",GRC,32990,33292,33594,33896,34198,34500,34802,35104,35406,35708,36010,36312,36614,36916,37218,37520,37822,38124,38426,38728,39030,39332,39634,39936,40238,40540,40842,41144,41446,41748,42050,42352,42654,42956,43258,43560,43862,44164,44466,44768,45070,45372,45674,45976,46278,46580,46882,47184,47486,47788,48090,48392,48694,48996,49298,49600,49902,50204,50506,50808,51110,51412,51714,52016,52318,52620,52922,53224,53526,53828,54130,54432,54734,55036,55338,55640,55942,56244,56546,56848,57150,57452,57754,58056,58358,58660,58962,59264,59566,59868,60170,60472,60774,61076,61378,61680,61982,62284,62586,62888,63190,63492,63794,64096,64398,64700,65002,65304,65606,65908,66210,66512,66814,67116,67418,67720,68022,68324,68626,68928,69230,69532,69834,70136,70438
0.009090909,Greenland,"-42.604303,71.706936",GRL,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2.2,2.2,2.2,2.209090909,2.218181818,2.227272727,2.236363636,2.245454545,2.254545454,2.263636363,2.272727272,2.281818181,2.29090909,2.299999999,2.309090908,2.318181817,2.327272726,2.336363635,2.345454544,2.354545453,2.363636362,2.372727271,2.38181818,2.390909089,2.399999998,2.409090907,2.418181816,2.427272725,2.436363634,2.445454543,2.454545452,2.463636361,2.47272727,2.481818179,2.490909088,2.499999997,2.509090906,2.518181815,2.527272724,2.536363633,2.545454542,2.554545451,2.56363636,2.572727269,2.581818178,2.590909087,2.599999996,2.609090905,2.618181814,2.627272723,2.636363632,2.645454541,2.65454545,2.663636359,2.672727268,2.681818177,2.690909086,2.699999995,2.709090904,2.718181813,2.727272722,2.736363631,2.74545454,2.754545449,2.763636358,2.772727267,2.781818176,2.790909085,2.799999994,2.809090903,2.818181812,2.827272721,2.83636363,2.845454539,2.854545448,2.863636357,2.872727266,2.881818175,2.890909084,2.899999993,2.909090902,2.918181811,2.92727272,2.936363629,2.945454538,2.954545447,2.963636356,2.972727265,2.981818174,2.990909083,2.999999992,3.009090901,3.01818181,3.027272719,3.036363628,3.045454537,3.054545446,3.063636355,3.072727264,3.081818173,3.090909082,3.099999991,3.1090909,3.118181809,3.127272718
0,Grenada,"-61.604171,12.262776",GRD,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9
0,Guam,"144.793731,13.444304",GUM,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8
-547,Guatemala,"-90.230759,15.783471",GTM,47480,46940,46400,45860,45320,44780,44240,43700,43160,42620,42080,41540,41000,40460,39920,39380,38818,38256,37694,37132,36570,36008,35446,34899,34352,33805,33258,32711,32164,31617,31070,30523,29976,29429,28882,28335,27788,27241,26694,26147,25600,25053,24506,23959,23412,22865,22318,21771,21224,20677,20130,19583,19036,18489,17942,17395,16848,16301,15754,15207,14660,14113,13566,13019,12472,11925,11378,10831,10284,9737,9190,8643,8096,7549,7002,6455,5908,5361,4814,4267,3720,3173,2626,2079,1532,985,438,-109,-656,-1203,-1750,-2297,-2844,-3391,-3938,-4485,-5032,-5579,-6126,-6673,-7220,-7767,-8314,-8861,-9408,-9955,-10502,-11049,-11596,-12143,-12690,-13237,-13784,-14331,-14878,-15425,-15972,-16519,-17066,-17613,-18160,-18707,-19254,-19801,-20348
-360,Guinea,"-9.696645,9.945587",GIN,72640,72280,71920,71560,71200,70840,70480,70120,69760,69400,69040,68680,68320,67960,67600,67240,66880,66520,66160,65800,65440,65080,64720,64360,64000,63640,63280,62920,62560,62200,61840,61480,61120,60760,60400,60040,59680,59320,58960,58600,58240,57880,57520,57160,56800,56440,56080,55720,55360,55000,54640,54280,53920,53560,53200,52840,52480,52120,51760,51400,51040,50680,50320,49960,49600,49240,48880,48520,48160,47800,47440,47080,46720,46360,46000,45640,45280,44920,44560,44200,43840,43480,43120,42760,42400,42040,41680,41320,40960,40600,40240,39880,39520,39160,38800,38440,38080,37720,37360,37000,36640,36280,35920,35560,35200,34840,34480,34120,33760,33400,33040,32680,32320,31960,31600,31240,30880,30520,30160,29800,29440,29080,28720,28360,28000
-97.27272727,Guinea-Bissau,"-15.180413,11.803749",GNB,22160,22064,21968,21872,21776,21680,21584,21488,21392,21296,21200,21104,21008,20912,20816,20720,20620,20520,20420,20320,20220,20120,20020,19922.72727,19825.45455,19728.18182,19630.90909,19533.63636,19436.36364,19339.09091,19241.81818,19144.54545,19047.27273,18950,18852.72727,18755.45455,18658.18182,18560.90909,18463.63636,18366.36364,18269.09091,18171.81818,18074.54545,17977.27273,17880,17782.72727,17685.45455,17588.18182,17490.90909,17393.63636,17296.36364,17199.09091,17101.81818,17004.54545,16907.27273,16810,16712.72727,16615.45455,16518.18182,16420.90909,16323.63636,16226.36364,16129.09091,16031.81818,15934.54545,15837.27273,15740,15642.72727,15545.45455,15448.18182,15350.90909,15253.63636,15156.36364,15059.09091,14961.81818,14864.54545,14767.27273,14670,14572.72727,14475.45455,14378.18182,14280.90909,14183.63636,14086.36364,13989.09091,13891.81818,13794.54545,13697.27273,13600,13502.72727,13405.45455,13308.18182,13210.90909,13113.63636,13016.36364,12919.09091,12821.81818,12724.54545,12627.27273,12530,12432.72727,12335.45455,12238.18182,12140.90909,12043.63636,11946.36364,11849.09091,11751.81818,11654.54545,11557.27273,11460,11362.72727,11265.45455,11168.18182,11070.90909,10973.63636,10876.36364,10779.09091,10681.81818,10584.54545,10487.27273,10390,10292.72727,10195.45455,10098.18182
0,Guyana,"-58.93018,4.860416",GUY,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050,152050
-7.545454545,Haiti,"-72.285215,18.971187",HTI,1160,1153,1146,1139,1132,1125,1118,1111,1104,1097,1090,1082,1074,1066,1058,1050,1042,1034,1026,1018,1010,1002,994,986.4545455,978.9090909,971.3636364,963.8181818,956.2727273,948.7272727,941.1818182,933.6363636,926.0909091,918.5454546,911,903.4545455,895.9090909,888.3636364,880.8181818,873.2727273,865.7272727,858.1818182,850.6363636,843.0909091,835.5454546,828,820.4545455,812.9090909,805.3636364,797.8181818,790.2727273,782.7272727,775.1818182,767.6363637,760.0909091,752.5454546,745,737.4545455,729.9090909,722.3636364,714.8181818,707.2727273,699.7272727,692.1818182,684.6363637,677.0909091,669.5454546,662,654.4545455,646.9090909,639.3636364,631.8181818,624.2727273,616.7272728,609.1818182,601.6363637,594.0909091,586.5454546,579,571.4545455,563.9090909,556.3636364,548.8181818,541.2727273,533.7272728,526.1818182,518.6363637,511.0909091,503.5454546,496,488.4545455,480.9090909,473.3636364,465.8181819,458.2727273,450.7272728,443.1818182,435.6363637,428.0909091,420.5454546,413,405.4545455,397.9090909,390.3636364,382.8181819,375.2727273,367.7272728,360.1818182,352.6363637,345.0909091,337.5454546,330,322.4545455,314.909091,307.3636364,299.8181819,292.2727273,284.7272728,277.1818182,269.6363637,262.0909091,254.5454546,247,239.4545455,231.909091,224.3636364
-1447.272727,Honduras,"-86.241905,15.199999",HND,81360,79616,77872,76128,74384,72640,70896,69152,67408,65664,63920,62720,61520,60320,59120,57920,56720,55520,54320,53120,51920,50720,49520,48072.72727,46625.45455,45178.18182,43730.90909,42283.63637,40836.36364,39389.09091,37941.81818,36494.54546,35047.27273,33600,32152.72728,30705.45455,29258.18182,27810.9091,26363.63637,24916.36364,23469.09091,22021.81819,20574.54546,19127.27273,17680.00001,16232.72728,14785.45455,13338.18183,11890.9091,10443.63637,8996.363644,7549.090917,6101.81819,4654.545463,3207.272736,1760.000009,312.727282,-1134.545445,-2581.818172,-4029.090899,-5476.363626,-6923.636353,-8370.90908,-9818.181807,-11265.45453,-12712.72726,-14159.99999,-15607.27272,-17054.54544,-18501.81817,-19949.0909,-21396.36362,-22843.63635,-24290.90908,-25738.1818,-27185.45453,-28632.72726,-30079.99999,-31527.27271,-32974.54544,-34421.81817,-35869.09089,-37316.36362,-38763.63635,-40210.90907,-41658.1818,-43105.45453,-44552.72726,-45999.99998,-47447.27271,-48894.54544,-50341.81816,-51789.09089,-53236.36362,-54683.63634,-56130.90907,-57578.1818,-59025.45453,-60472.72725,-61919.99998,-63367.27271,-64814.54543,-66261.81816,-67709.09089,-69156.36361,-70603.63634,-72050.90907,-73498.1818,-74945.45452,-76392.72725,-77839.99998,-79287.2727,-80734.54543,-82181.81816,-83629.09088,-85076.36361,-86523.63634,-87970.90907,-89418.18179,-90865.45452,-92312.72725,-93759.99997,-95207.2727,-96654.54543,-98101.81815
0,Hong kong,"114.109497,22.396428",HKG,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Hungary,"19.503304,47.162494",HUN,18010,18116,18222,18328,18434,18540,18646,18752,18858,18964,19070,19222,19374,19526,19678,19830,19922,20014,20106,20198,20290,20382,20474,20586,20698,20810,20922,21034,21146,21258,21370,21482,21594,21706,21818,21930,22042,22154,22266,22378,22490,22602,22714,22826,22938,23050,23162,23274,23386,23498,23610,23722,23834,23946,24058,24170,24282,24394,24506,24618,24730,24842,24954,25066,25178,25290,25402,25514,25626,25738,25850,25962,26074,26186,26298,26410,26522,26634,26746,26858,26970,27082,27194,27306,27418,27530,27642,27754,27866,27978,28090,28202,28314,28426,28538,28650,28762,28874,28986,29098,29210,29322,29434,29546,29658,29770,29882,29994,30106,30218,30330,30442,30554,30666,30778,30890,31002,31114,31226,31338,31450,31562,31674,31786,31898
10.45454545,Iceland,"-19.020835,64.963051",ISL,87,96.7,106.4,116.1,125.8,135.5,145.2,154.9,164.6,174.3,184,198,212,226,240,254,263,272,281,290,299,308,317,327.4545455,337.9090909,348.3636364,358.8181818,369.2727273,379.7272727,390.1818182,400.6363636,411.0909091,421.5454545,432,442.4545454,452.9090909,463.3636363,473.8181818,484.2727272,494.7272727,505.1818181,515.6363636,526.090909,536.5454545,546.9999999,557.4545454,567.9090908,578.3636363,588.8181817,599.2727272,609.7272726,620.1818181,630.6363635,641.090909,651.5454544,661.9999999,672.4545453,682.9090907,693.3636362,703.8181816,714.2727271,724.7272725,735.181818,745.6363634,756.0909089,766.5454543,776.9999998,787.4545452,797.9090907,808.3636361,818.8181816,829.272727,839.7272725,850.1818179,860.6363634,871.0909088,881.5454543,891.9999997,902.4545452,912.9090906,923.3636361,933.8181815,944.272727,954.7272724,965.1818179,975.6363633,986.0909088,996.5454542,1007,1017.454545,1027.909091,1038.363636,1048.818182,1059.272727,1069.727272,1080.181818,1090.636363,1101.090909,1111.545454,1122,1132.454545,1142.909091,1153.363636,1163.818181,1174.272727,1184.727272,1195.181818,1205.636363,1216.090909,1226.545454,1237,1247.454545,1257.909091,1268.363636,1278.818181,1289.272727,1299.727272,1310.181818,1320.636363,1331.090909,1341.545454,1352,1362.454545,1372.90909,1383.363636
2175,India,"78.96288,20.593684",IND,639390,640841,642292,643743,645194,646645,648096,649547,650998,652449,653900,658538,663176,667814,672452,677090,678540,679990,681440,682890,684340,685790,687240,689415,691590,693765,695940,698115,700290,702465,704640,706815,708990,711165,713340,715515,717690,719865,722040,724215,726390,728565,730740,732915,735090,737265,739440,741615,743790,745965,748140,750315,752490,754665,756840,759015,761190,763365,765540,767715,769890,772065,774240,776415,778590,780765,782940,785115,787290,789465,791640,793815,795990,798165,800340,802515,804690,806865,809040,811215,813390,815565,817740,819915,822090,824265,826440,828615,830790,832965,835140,837315,839490,841665,843840,846015,848190,850365,852540,854715,856890,859065,861240,863415,865590,867765,869940,872115,874290,876465,878640,880815,882990,885165,887340,889515,891690,893865,896040,898215,900390,902565,904740,906915,909090
-11583.18182,Indonesia,"113.921327,-0.789275",IDN,1185450,1166314,1147178,1128042,1108906,1089770,1070634,1051498,1032362,1013226,994090,990986,987882,984778,981674,978570,971720,964870,958020,951170,944320,937470,930620,919036.8182,907453.6364,895870.4545,884287.2727,872704.0909,861120.9091,849537.7273,837954.5454,826371.3636,814788.1818,803205,791621.8182,780038.6363,768455.4545,756872.2727,745289.0909,733705.9091,722122.7272,710539.5454,698956.3636,687373.1818,675790,664206.8181,652623.6363,641040.4545,629457.2727,617874.0909,606290.909,594707.7272,583124.5454,571541.3636,559958.1818,548374.9999,536791.8181,525208.6363,513625.4545,502042.2727,490459.0908,478875.909,467292.7272,455709.5454,444126.3636,432543.1817,420959.9999,409376.8181,397793.6363,386210.4545,374627.2726,363044.0908,351460.909,339877.7272,328294.5454,316711.3635,305128.1817,293544.9999,281961.8181,270378.6363,258795.4544,247212.2726,235629.0908,224045.909,212462.7272,200879.5453,189296.3635,177713.1817,166129.9999,154546.8181,142963.6362,131380.4544,119797.2726,108214.0908,96630.90896,85047.72714,73464.54532,61881.3635,50298.18168,38714.99986,27131.81804,15548.63622,3965.4544,-7617.72742,-19200.90924,-30784.09106,-42367.27288,-53950.4547,-65533.63652,-77116.81834,-88700.00016,-100283.182,-111866.3638,-123449.5456,-135032.7274,-146615.9093,-158199.0911,-169782.2729,-181365.4547,-192948.6365,-204531.8184,-216115.0002,-227698.182,-239281.3638,-250864.5456
