"Country Name","Coordinates","Longitude","Latitude","Country Code","Indicator Name","Indicator Code",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Belize","-88.49765,17.189877",-88.49765,17.189877,"BLZ","Forest area (% of land area)","AG.LND.FRST.ZS",69.5309075,69.10565541,68.68040333,68.25515125,67.82989917,67.40464708,66.979395,66.55414292,66.12889084,65.70363875,65.27838667,64.85751863,64.43665059,64.01578255,63.59491451,63.17404647,62.75317843,62.33231039,61.91144235,61.49057431,61.06970627,60.64883823,60.22797019,,
"Belize","-88.49765,17.189877",-88.49765,17.189877,"BLZ","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",1.66191243,1.877879269,1.825089536,1.90354299,1.848468974,1.824977532,1.450396704,1.779086798,1.64546856,2.593754852,2.889507347,2.901320565,1.427380981,1.447802559,1.438907335,1.456443071,1.458992419,1.486296105,1.386630284,1.376574667,1.366532186,,,,
"Benin","2.315834,9.30769",2.315834,9.30769,"BEN","Forest area (% of land area)","AG.LND.FRST.ZS",51.09081234,50.47002483,49.84923732,49.2284498,48.60766229,47.98687478,47.36608726,46.74529975,46.12451224,45.50372473,44.88293721,44.43951756,43.99609791,43.55267825,43.1092586,42.66583895,42.2224193,41.77899965,41.33557999,40.89216034,40.44874069,40.00532104,39.56190138,,
"Benin","2.315834,9.30769",2.315834,9.30769,"BEN","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.142976655,0.159910854,0.168410364,0.202977024,0.218621053,0.221772443,0.204833203,0.191382863,0.185408737,0.231754927,0.23270425,0.242254991,0.276950897,0.302805582,0.317046533,0.293096052,0.459044295,0.516728587,0.500604962,0.514685714,0.545627257,,,,
"Bermuda","-64.75737,32.321384",-64.75737,32.321384,"BMU","Forest area (% of land area)","AG.LND.FRST.ZS",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
"Bermuda","-64.75737,32.321384",-64.75737,32.321384,"BMU","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",10.07519469,8.636129513,6.946616606,8.154422,7.974426837,7.794814716,7.928121206,7.879894871,7.581543409,8.077751489,8.006161758,7.920213106,8.335150687,8.0491591,10.52809853,6.916279577,8.070207523,7.968299223,5.955019687,7.095328783,7.320035624,,,,
"Bhutan","90.433601,27.514162",90.433601,27.514162,"BTN","Forest area (% of land area)","AG.LND.FRST.ZS",64.95730154,65.18417054,65.41103953,65.63790852,77.32160804,77.5879397,77.85427136,78.12060302,78.38693467,78.65326633,78.91959799,79.19095477,78.9130923,79.18257355,82.93483357,83.21612752,83.49742147,83.77871542,84.06000938,84.34130333,84.62259728,84.90389123,85.80423433,,
"Bhutan","90.433601,27.514162",90.433601,27.514162,"BTN","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.239566729,0.349626569,0.409523683,0.360302164,0.415736882,0.489792872,0.593766217,0.759932917,0.721394619,0.701851443,0.708253743,0.669151368,0.698528711,0.612769982,0.485930591,0.608895524,0.589525037,0.577552567,0.6092603,0.55170877,0.664924073,,,,
"Bolivia","-63.588653,-16.290154",-63.588653,-16.290154,"BOL","Forest area (% of land area)","AG.LND.FRST.ZS",57.96639897,57.71679129,57.46718361,57.21757593,56.96796825,56.71836056,56.46875288,56.2191452,55.96953752,55.71992984,55.47032216,55.21979138,54.96926059,54.71872981,54.46819902,54.21766824,53.93372104,53.64977384,53.36582664,53.08187944,52.79793224,52.51398505,52.23003785,,
"Bolivia","-63.588653,-16.290154",-63.588653,-16.290154,"BOL","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.810145678,0.830733263,0.933314138,1.102200063,1.193383427,1.234282016,1.118848032,1.233590536,1.266993971,1.239016881,1.20344554,1.13321239,1.081852805,1.566960714,1.42407612,1.317495499,1.566607459,1.31840552,1.400560784,1.441714967,1.521808822,,,,
